,userID,tag,tag_num,content,date,year,label,gender_female,gender_lgbt,pubertal_development,sexual_harrasment,appearance_object,appearance_animal,attitude,shame,mother,label_ver2
13567,Lenney33,噓,1,肥婆下去,06/17,2022,2,0,0,0,0,0,0,1,0,0,2
13568,woulin,推,2,開瑪莎的車主，你敢惹？,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13569,srxteam0935,噓,1,選舉到了老肥婆才會醒,09/07,2022,1,0,0,0,0,0,0,1,0,0,1
13570,ai2311,→,0,我都隨便買 反正肥宅我長得醜 穿在好看都,10/14,2021,0,0,0,0,0,0,0,1,0,0,0
13571,InfinitySA,推,2,你確定不是龍妹被你嚇死?  :),06/29,2022,1,0,0,0,0,0,1,0,1,0,1
13572,SPAEK,推,2,想說有多爽,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
13573,charlie01,→,0,要是能,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13574,chenstar1234,噓,1,八卦臭酸肥宅嫌人腿粗？？,02/12,2022,1,0,0,1,0,0,0,1,0,0,1
13575,sweety655633,推,2,說一天十公里還好的臭宅和肥婆可以,03/22,2022,1,0,0,0,0,0,0,1,0,0,1
13576,tkhunter,推,2,龍妹下單直接來的話....,11/23,2022,1,0,0,0,0,0,1,0,0,0,1
13577,iamrw,推,2,他看見醜男肥宅的也是叫帥哥啊,05/08,2022,1,0,0,0,0,0,0,1,0,0,1
13578,kids50123,推,2,戴了自己綠帽的女朋友因為被劈腿自殺，,12/03,2021,0,0,0,1,0,0,0,0,0,0,0
13579,nrrakaur,推,2,歧視？,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
13580,fujimoto,→,0,白痴,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13581,water91,推,2,至少有圖,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
13582,SaintSeven,推,2,嘔嘔嘔 噁噁噁,12/12,2021,0,0,0,0,0,0,0,1,0,0,0
13583,spidina,推,2,婦女部????????????????????????????????,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13584,pooznn,→,0,高風險單位 竟然 沒每天確認員工身體狀況?,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13585,GodV,推,2,死肥豬擋到我的路了快滾,08/05,2022,1,0,0,0,0,0,1,1,1,1,1
13586,markhou,推,2,推,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13587,Dia149,→,0,你養一尊肥婆是你的榮幸好嗎,09/30,2022,1,0,0,0,0,0,0,1,0,0,1
13588,mmzznnxxbbcc,→,0,投報率這麼高 不會自己去借錢喔,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
13589,longya,推,2,T很白目噁心 而且很多又肥又醜穿衣服沒品味,07/10,2014,1,0,0,0,0,0,0,1,0,0,1
13590,minaj,→,0,台魯肥宅醜又肥又雞巴沒人愛 讓台灣變糞島,10/17,2022,1,0,0,0,0,0,0,1,0,0,1
13591,pkajames,推,2,肥宅比人家醜 再會賺也很少賺得比人家多,12/10,2021,1,0,0,0,0,0,0,1,0,0,1
13592,BeNative,→,0,36 手指太肥打錯,11/17,2022,1,0,0,1,0,0,0,1,0,0,1
13593,vm3g4d93,噓,1,八卦一堆台男在捧著肥肚秀下限,09/09,2021,1,0,0,1,0,0,0,1,0,0,1
13594,babyMclaren,→,0,我找無音損很久，tidal這些,12/02,2021,0,0,0,0,0,0,0,0,0,0,0
13595,greensaru,→,0,沒奶子，差評,10/04,2022,2,0,0,0,0,0,0,0,0,0,2
13596,ju06080719,→,0,開放海洛因 不要吸就好了,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
13597,takeda3234,推,2,肥肚肚 買一送多的可能性？,03/25,2022,1,0,0,1,0,0,0,1,0,0,1
13598,Nevhir,→,0,先加入小肉錘協會,12/13,2021,0,0,0,0,0,0,0,1,0,0,0
13599,deii,→,0,盒盒水桶腰,03/05,2016,1,0,0,1,0,1,0,0,0,0,1
13600,WeGoYuSheng,推,2,海線死肥豬果真肥到腦子只剩下油,01/07,2016,1,0,0,0,0,0,1,1,1,0,1
13601,ru899,推,2,本來就不該搖下車窗啊！前陣子新聞沒看嗎,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13602,GGrunrundela,噓,1,五樓控肉醜男肥宅,09/21,2021,1,0,0,0,0,0,0,1,0,0,1
13603,MrDouble,噓,1,好的四個都同意,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13604,kevin645719,推,2,花部長只在意停電補償辣 這她看不懂,12/14,2021,0,0,0,0,0,0,0,0,0,0,0
13605,heat0204,推,2,高嘉瑜不會跟他和解嗎？,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13606,purekiss,噓,1,小腿粗壯,10/17,2022,0,0,0,1,0,0,0,1,0,0,0
13607,gay7788,推,2,笑死，我沒看內聞辣，有幫忙辣,12/08,2021,0,0,0,0,0,0,0,0,1,0,0
13608,BoyoChen,→,0,好嗎,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13609,Marty,→,0,按之前所有案例 塔綠斑被打臉機率高達100%,12/10,2021,0,0,0,1,0,0,0,0,0,0,0
13610,susanmm,→,0,出國鍍金啊,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13611,iamsocool,推,2,核電先同意吧,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
13612,moy5566,推,2,一堆肥婆bbw很容易哦,11/13,2022,1,0,0,0,0,0,0,1,0,0,1
13613,iam0718,推,2,玩弄法律,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
13614,llgod,→,0,有穿護膝嗎,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13615,sdf2301,→,0,當初躺在床上動彈不得明明四肢健全,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
13616,lovearwen,推,2,女生就算又肥又醜 還是認為你要侵犯他,06/25,2022,1,0,0,0,0,0,0,1,0,0,1
13617,s203abc,→,0,最好一定是在醫院施打，在全聯出事還要上,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13618,BLABLA007,→,0,老闆開的 有差嗎?,12/09,2021,0,0,0,0,0,0,0,1,0,0,0
13619,kanjiya,推,2,我記得苦無大師也說過類似的話,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13620,polong1,推,2,支持中國民主統一台灣請投四個同意,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13621,adi5566,推,2,佔位仔最大聲 咖啡廳當圖書館,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13622,Celtic8879,噓,1,月薪10萬我一定做 給這種工資然後向政,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
13623,samm3320,→,0,心態扭曲的醜男龍妹也會仇視帥哥美女啊,09/16,2022,1,0,0,0,0,0,1,1,0,0,1
13624,azeroth,推,2,神豬的神當然不是胖的意思= =豬才是阿...,03/27,2022,1,0,0,0,0,0,1,1,0,0,1
13625,Daedolon,噓,1,有幾張瘦得跟非洲難民一樣嘔嘔嘔嘔嘔嘔,08/29,2022,2,0,0,0,0,1,0,1,0,0,2
13626,acb521,推,2,長太醜 長太胖 就本質比較辛苦,11/03,2022,1,0,0,0,0,0,0,1,0,0,1
13627,peter0825,→,0,以前叫恐龍妹,11/20,2022,1,0,0,0,0,0,1,0,0,0,1
13628,hcuo,→,0,到，也沒聽到這群人有出來放半個屁,12/12,2021,0,0,0,1,0,0,0,0,0,0,0
13629,rLks02,推,2,大家都認識的意思啊,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13630,B9702115,→,0,仇狗仔又要怪狗了,12/14,2021,0,0,0,0,0,0,1,0,0,0,0
13631,sdamel,→,0,，奶又小屁股塌，說希臘神淫亂算公道嗎,10/18,2022,2,0,0,1,0,0,0,0,0,0,2
13632,OPPAISuki,→,0,韓國偶像胖一點醜一點 就被攻擊到爆了,10/18,2021,0,0,0,0,0,0,0,1,0,0,0
13633,blessbless,→,0,幹 比肥宅還醜嘔嘔嘔嘔,09/01,2021,1,0,0,0,1,0,0,1,1,0,1
13634,peterwu4,推,2,小菸都沒有輸！那投個同意應該是OK的~,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13635,Adicia,→,0,想想你能接受龍妹嗎？當然一個人比較爽啊,12/07,2021,1,0,0,0,0,0,1,0,0,0,1
13636,kuosambition,→,0,國境汁男,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
13637,vaiking0120,→,0,而且根本就一堆又醜又肥的矮女 好看,10/10,2022,1,0,0,0,0,0,0,1,0,0,1
13638,astrophy,→,0,騙,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
13639,a12124477,→,0,如果dpp是在野黨一定把這個政府砲到體,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13640,hondoga03,推,2,講得好像肥婆就很安全似的 現在肉肉市,10/02,2022,1,0,0,0,0,0,0,1,0,0,1
13641,boboking2,→,0,反正以後有苦果自己吃…也不知最後是,12/14,2021,0,0,0,0,0,0,0,0,0,0,0
13642,Kelvinchen,噓,1,沒奶有屁股叫身材好，是不是在臭?,08/17,2022,2,0,0,1,0,0,0,1,0,0,2
13643,Gallardo,→,0,天要下雨 娘要嫁人 隨他們去 我們就窩著,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13644,t7556281,噓,1,有夠瘦皮包骨,11/14,2021,2,0,0,0,0,1,0,0,0,0,2
13645,Kingofknife,→,0,另外藍芽耳機最好挑版本不要挑品牌,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
13646,alpeti258,推,2,收欠款工程師,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
13647,EFPTT,推,2,尊爵不凡的高端被鄙視惹?,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
13648,O300,→,0,帥哥是不跟宅ㄉ不是不跟胖子,01/08,2022,1,0,0,0,0,0,0,1,0,0,1
13649,speedsonic,噓,1,誰?,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13650,a00raso,推,2,照SOP這樣就對了,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
13651,cacoi,→,0,你今天可以早一小時下班,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
13652,jplix,推,2,華燈很難看=  =,12/14,2021,0,0,0,0,0,0,0,0,0,0,0
13653,bryant780417,推,2,滾啦爸媽死光的水準,12/02,2021,0,0,0,0,0,0,0,0,1,1,0
13654,hakuoro,推,2,黨不喜歡人民行使公投權,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
13655,louiskuo,→,0,國師有算到自己胖的像豬嗎,08/17,2022,1,0,0,0,0,0,1,1,0,0,1
13656,stillsustin ,噓,1,BMI是給8+9瘦皮猴自偽用的吧,05/05,2022,2,0,0,0,0,0,1,0,0,0,2
13657,dxzy,→,0,世界怎麼跟得上台灣 沉迷在紙片人 包皮人,05/22,2022,2,0,0,0,0,1,0,0,0,0,2
13658,derrick1220,噓,1,肥宅連龍妹都沒有 就別操這個心了,10/16,2021,1,0,0,0,0,0,1,1,1,0,1
13659,yesyesyesyes,推,2,你盼望買房就證明不會跌,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13660,Roy721222,推,2,先解釋為何不恢復徵兵制再來討論其他,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13661,cauliflower,→,0,原來你是紙片人,05/03,2022,2,0,0,0,0,1,0,0,0,0,2
13662,wt5566,噓,1,林也是用錢去培養人脈，而且很敢花,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
13663,ChrisWine,→,0,惹到肥婆集團，那可是最兇惡世代，保重,08/25,2022,1,0,0,0,0,0,0,1,0,0,1
13664,sxy67230,推,2,看正妹還是肥婆，正妹讓我舔腳趾都沒問,06/05,2022,1,0,0,1,0,0,0,1,0,0,1
13665,ikaros5566,噓,1,已經被你們砸好幾年了,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13666,fonzae,→,0,這樣太免強你，所以你沒點開是好事,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13667,nadleeh,→,0,以前那種鳥仔腳真的有點病態,09/01,2022,2,0,0,1,0,0,1,0,0,0,2
13668,max0928895,→,0,"瘦皮猴,還幻想要吊人路燈",08/07,2022,2,0,0,0,0,0,1,0,0,0,2
13669,mou5009,→,0,40kg水桶腰大咖撐 身體素質應該很差 然,06/28,2022,1,0,0,1,0,1,0,0,0,0,1
13670,selfless77,噓,1,所以你看到路邊龍妹都想姦？,01/06,2022,1,0,0,0,1,0,1,0,0,0,1
13671,Korsechi,→,0,4>12,12/02,2021,0,0,0,0,0,0,0,0,0,0,0
13672,whitenoise,→,0,沒人注意到司法院院長嗎？,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13673,searchmark,噓,1,瘦子又不一定好看 鳥仔腳超難看,07/11,2022,2,0,0,1,0,0,1,0,0,0,2
13674,fcshden,推,2,維持現況後果,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13675,arcysaint,→,0,女人一堆大腿比台男腰還粗的，更不用,10/20,2022,1,0,0,1,0,0,0,1,0,0,1
13676,Julian9x9x9,推,2,找醜女機率高點 但肥宅不願意面對,01/26,2022,1,0,0,0,0,0,0,1,0,0,1
13677,CoverMind,噓,1,瘦皮猴站肌肉男？中國跟美國？,08/06,2022,2,0,0,0,0,0,1,1,0,0,2
13678,MJ23,推,2,比獅子丸好多了 那暴怒肥豬跟本是廢言大王,03/27,2022,1,0,0,0,0,0,1,1,0,0,1
13679,searchmark,噓,1,瘦皮猴幹嘛運動,07/16,2022,2,0,0,0,1,0,1,0,0,0,2
13680,eric249,→,0,喔那你不會看不上龍妹嗎？你要不要聽聽你,04/29,2022,1,0,0,0,0,0,1,0,0,0,1
13681,cchsiao,推,2,$$$,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
13682,kech9111,推,2,e-class 哪來c300,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
13683,bluelikeme,→,0,快過年了鬧這齣…… = =,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13684,newstyle,推,2,首先要有很好看的臀部,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13685,windmax1,推,2,幹XDDD 想到嗆醜的是肥宅就wwwww,01/22,2022,1,0,0,0,1,0,0,1,1,0,1
13686,followmytype,推,2,Money,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13687,belister,推,2,沒奶 沒辦法,08/27,2021,2,0,0,0,0,0,0,0,0,0,2
13688,t7556281,→,0,貪婪漁民不意外,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
13689,lenzi0,噓,1,??????????,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13690,shou50,推,2,他去哪上班跟賠償違約金是兩回事就是了,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13691,EEzionT,→,0,還沒幾代 台灣人一直到二戰後才有不同思,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13692,cccc1730,推,2,有瘦皮猴混在裡面了 恥辱啊,05/06,2022,2,0,0,0,0,0,1,0,0,0,2
13693,brianuser,→,0,醜死了暴肥糖尿貓餵鯊魚剛好,09/24,2022,1,0,0,0,0,0,0,1,1,0,1
13694,c4658860,→,0,這賣肉的龍妹一直有公關洗？比他好看的,05/09,2022,1,0,0,0,0,0,1,1,0,0,1
13695,celtics1997,推,2,一定是阿共的陰謀,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13696,save,→,0,攤在公園角落 瘦巴巴的 想拿東西給他吃,09/01,2021,2,0,0,0,0,0,0,0,0,0,2
13697,michaelwu,推,2,好噁 死胖子,10/22,2021,1,0,0,0,0,0,0,1,1,0,1
13698,Alik,推,2,花錢解決壅塞道路 比較有用,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13699,sdhpipt,→,0,馬文鈺怎麼會是老實胖宅? 想太多,11/30,2021,1,0,0,0,0,0,1,1,0,0,1
13700,sellgd,推,2,文化大學政治系...,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
13701,g900314,推,2,日本皇室為什麼不能像英國皇室一樣穿時尚,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13702,iamstrapless,推,2,公路總局就是在裝死而已 不要懷疑,12/08,2021,0,0,0,0,0,0,0,0,1,0,0
13703,asclepias,推,2,可以指導,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
13704,limoo25,→,0,每天中出存三小錢,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
13705,liker1412,→,0,(田休耕中 無水 無農作物),12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13706,swgun,→,0,人都在搶這家衣服但我 默默買了旁邊的兩萬,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
13707,www8787,→,0,女人不化妝+胖 多的是比以前安柏更醜ㄉ,01/30,2022,1,0,0,0,0,0,0,1,0,0,1
13708,leecliff,噓,1,侯的表情：哪來的低能閃兵肥豬在鬼叫？,10/30,2021,1,0,0,0,0,0,1,1,0,0,1
13709,streakray,推,2,推肥宅汁光胖毛,11/29,2021,0,0,0,0,0,0,0,1,0,0,0
13710,TANGLEE,→,0,請問肥迪的老婆可以叫肥婆嗎,01/02,2022,1,0,0,0,0,0,0,1,0,0,1
13711,GGrunrundela,噓,1,又老又醜又肥 傷眼睛,08/22,2022,1,0,0,0,0,0,0,1,0,0,1
13712,CYL009,→,0,民進党家裡有錢也不怕呢 看看林14還要藏錢,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
13713,casman,推,2,"整天肉搜網友還嫌網友肥宅又胖又醜, 根本",11/15,2018,0,0,0,0,0,0,0,1,0,0,0
13714,Kenny0808,推,2,盤子外交,12/10,2021,0,0,0,0,0,1,0,0,0,0,0
13715,hide0325,→,0,這種比較胖 矮 個性溫馴,12/10,2021,1,0,0,0,0,0,0,1,0,0,1
13716,trywish,→,0,開始就說，我才不討論的當下，就已經不用,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13717,t7556281,推,2,被肥婆搞爛,11/16,2021,1,0,0,0,0,0,0,1,0,0,1
13718,tlnrs,推,2,疑，又是柏蟑?,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13719,gk1329,推,2,總比死肥豬好,09/14,2022,1,0,0,0,0,0,1,1,1,0,1
13720,kawazakiz2,→,0,真的是錢太多才每次追,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13721,vincecarterx,噓,1,好的 一定投四個同意~~,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
13722,CPULE,推,2,有收到預告信 去查沒中,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13723,ahw12000,推,2,整天貼肥婆圖 真的不知道啥居心 嘔嘔嘔,05/29,2022,1,0,0,0,0,0,0,1,0,0,1
13724,hhtj,推,2,胖、醜、禿、窮、孬,09/02,2022,1,0,0,0,0,0,0,1,0,0,1
13725,soyghcg,→,0,查不出對價關係 人家愛黨愛國金主自掏腰,12/04,2021,0,0,0,1,0,0,0,0,0,0,0
13726,i7851,→,0,唸書的時候是，有錢出名之後不是,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
13727,a14589761,推,2,我認識習近平，不乖乖抓你去集中營,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13728,derrick1220,噓,1,THE 切割,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13729,xxp680,推,2,那隻噁心死肥豬就領錢造謠鬧事啊,07/27,2022,1,0,0,0,0,0,1,1,1,0,1
13730,PCC2003,推,2,處男才會覺得那腿很粗,05/20,2022,0,0,0,1,1,0,0,1,0,0,0
13731,sakungen,→,0,邏輯的論點？請大家正視議題本身，對民,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
13732,leoqqqoel,→,0,龍妹怎嚜選,09/25,2021,1,0,0,0,0,0,1,0,0,0,1
13733,fur,推,2,就是最醜的甲，又胖又醜又沒路用，撿角仔,09/22,2022,1,0,1,0,0,0,0,1,0,0,1
13734,bestteam,→,0,好歹畫個餅給民眾看能吃到什麼吧,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13735,BQird,推,2,這樣也好，省得花時間檢舉，大家一起違停,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
13736,whu328,推,2,沈默之丘,12/02,2021,0,0,0,0,0,0,0,0,0,0,0
13737,sumerrain,推,2,皮卡：已經讓自己變胖變醜 但她們還是,09/02,2022,1,0,0,0,0,0,0,1,0,0,1
13738,raincsmu,推,2,自己選的,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
13739,liusean,推,2,肥肚肚,11/10,2022,1,0,0,1,0,0,0,1,0,0,1
13740,ao5566,→,0,特點超多 最能扮醜搞笑的肥短美女演員誒,11/15,2021,1,0,0,0,0,0,0,1,0,0,1
13741,QQBB,噓,1,約砲被龍妹硬上,02/18,2022,1,0,0,0,0,0,1,0,0,0,1
13742,GGrunrundela,噓,1,可是我身邊的醜肥龍長得又醜又肥個,02/21,2022,1,0,0,0,0,0,1,1,0,0,1
13743,mamamia0419,推,2,電車上真的一堆,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13744,TheDecision,推,2,鄰居霸凌你，你不怪鄰居？,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13745,aq981334,→,0,屁股圓就行了，不要是扁的或塌的,02/01,2022,2,0,0,1,0,0,0,1,0,0,2
13746,mingshin1235,→,0,然現在才發現核四是對的）,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13747,kevin1221,→,0,很會跑的都瘦皮猴，沒有巨的,09/13,2021,2,0,0,0,0,0,1,0,0,1,2
13748,akwa,→,0,真的雷包,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13749,teddy78924,推,2,笑死,12/07,2021,0,0,0,0,0,0,0,0,1,0,0
13750,tenka92417,→,0,感染了,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13751,b2305911,推,2,結果召來都是沒機會生的醜男肥宅,10/01,2021,1,0,0,0,0,0,0,1,0,0,1
13752,shadowpower,→,0,所以呢？那些小國就不重要，提以前又,12/12,2022,0,0,0,0,0,0,0,0,0,0,0
13753,carsly,推,2,國民黨的場吃個炒米粉還會被約談,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
13754,mynewid,推,2,建議離職,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13755,HUNT007,推,2,肥婆跟喇舌妹等級程度是不能比的,09/23,2021,1,0,0,0,0,0,0,1,0,0,1
13756,Badd,→,0,靠 強大了我的國,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13757,dlfly,噓,1,推,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13758,xiemh420,推,2,鳥仔腳啊,11/05,2021,2,0,0,1,0,0,1,0,0,0,2
13759,hikaru77613,推,2,會看硬的真的很厲害,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
13760,ming0128,推,2,推,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
13761,SolomonTab,→,0,胖胖的更噁,08/27,2021,1,0,0,0,0,0,0,1,0,0,1
13762,hank12332,→,0,有長不一樣嗎？明明一樣,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
13763,jma306,→,0,50路,12/14,2021,0,0,0,0,0,0,0,0,0,0,0
13764,touchbird,推,2,結果都是龍妹在那邊露 嘔嘔嘔,11/01,2021,1,0,0,0,0,0,1,1,0,0,1
13765,blitz,推,2,"仇女肥宅醜男穿啥潮牌貴衣也是醜啦,壯帥男",10/03,2022,1,0,0,0,0,0,0,1,0,0,1
13766,dio0204,推,2,肥婆,10/27,2021,1,0,0,0,0,0,0,1,0,0,1
13767,leoloveivy,→,0,最有趣的事這種人會比健身瘦皮猴健康,11/23,2022,2,0,0,0,0,0,1,0,0,0,2
13768,kevin1221,→,0,一堆個性機掰的扁奶怪,08/14,2022,2,0,0,0,0,0,0,1,0,0,2
13769,WWIII,→,0,沒奶的沒資格繁殖,03/30,2022,2,0,0,0,0,0,0,0,0,0,2
13770,S2aqua,→,0,龍妹正妹和老妹都會去買的店,04/13,2022,1,0,0,0,0,0,1,1,0,0,1
13771,aa01081008tw,推,2,我記得這件事館長那時有開直播解釋,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13772,whitelady,→,0,窗密合度一定越差，新房子隨便震個幾,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
13773,Urakaze,推,2,現在都一堆人會對紙片人發情了，羞辱老,05/04,2022,2,0,0,0,0,1,0,1,0,0,2
13774,hsshkisskiss,推,2,牛肉一起禁啊 讓國民黨失信於美國啊,12/08,2021,0,0,0,0,0,0,0,1,0,0,0
13775,olivewood,→,0,這個太像骷髏人了，無法,03/25,2022,2,0,0,0,0,1,0,0,0,0,2
13776,feel159357  ,→,0,這看起來棺材踏進去2/3有，做AI?,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13777,GGrunrundela,噓,1,十樓死胖子 幹,12/17,2021,1,0,0,0,1,0,0,1,1,0,1
13778,PeikangShin,推,2,龍妹和肥宅 0.0,02/02,2022,1,0,0,0,0,0,1,1,0,0,1
13779,zendla,→,0,外籍女性移民台灣,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13780,volleywayne,→,0,綠畜死肥豬的話，誰信？,10/02,2022,1,0,0,0,0,0,1,1,1,0,1
13781,tprktpps,→,0,草泥馬的綠共,12/11,2021,0,0,0,0,0,0,1,0,1,0,0
13782,horking,→,0,說不定對車主來說等於一塊錢掉地上,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
13783,mirac1e,噓,1,覺青當女神拜的五短水桶腰修圖普妹不意外,10/04,2021,1,0,0,1,0,1,0,1,0,0,1
13784,hihimen,推,2,肥婆：鄉民很好操弄,12/07,2021,1,0,0,0,0,0,0,1,1,0,1
13785,egg781,→,0,每個人互相介紹林~每個都說很不熟,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
13786,A80211ab,推,2,綠共不意外,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
13787,bemymine,推,2,努力比不上天賦，天賦比不上關係戶,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
13788,jasonking3c,噓,1,酒吧老闆真倒霉,12/12,2021,0,0,0,0,0,0,0,1,0,0,0
13789,swgun,推,2,詐欺或販毒都正妹 龍妹多半是妨害風化或車,09/29,2021,1,0,0,0,0,0,1,0,0,0,1
13790,fransice7,噓,1,貧乳沒奶子滾,09/17,2022,2,0,0,0,0,0,0,0,0,1,2
13791,jacy840708,→,0,民進黨又在操作風向了... 未來拒投DPP,12/07,2021,0,0,0,0,0,0,0,0,1,0,0
13792,flybirdy,推,2,恐慌的剛好就是之前的共存仔,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
13793,karmel,→,0,人多地小而且相對其他類似條件的國家,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
13794,SunRoy,推,2,看看那些工安意外 幾乎幾天就死一個,12/04,2021,0,0,0,0,0,0,0,0,1,0,0
13795,weeklyquiz,→,0,全班都龍妹,04/07,2022,1,0,0,0,0,0,1,0,0,0,1
13796,LKKG,→,0, 你沒看有個肥婆說了一輩子還下跪,08/15,2022,1,0,0,0,0,0,0,1,0,0,1
13797,MTBF,推,2,還有個死胖子死人妖 真的噁心,09/24,2021,1,0,0,0,0,0,0,1,1,0,1
13798,newking761,推,2,沒奶穿這個，很醜,03/05,2022,2,0,0,0,0,0,0,1,0,0,2
13799,magic22s,推,2,好扯,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
13800,emenime,→,0,推崇肥肚腩了，台灣男人對於自己人真的標,09/27,2021,1,0,0,1,0,0,0,1,0,0,1
13801,Hiatc,推,2,尊龍 真正的美男子,12/10,2021,0,0,0,0,0,0,1,0,0,0,0
13802,glave,推,2,我一個人的乾女兒，太太不知道,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
13803,Freeven,→,0,幹砲的時候比他男友猛就好了，還不快去,12/14,2021,0,0,0,0,1,0,0,0,1,0,0
13804,hd101223,噓,1,醜陋肥臭甲閉嘴,07/27,2022,1,0,1,0,0,0,0,1,0,0,1
